Service,Discovery URL
servicenetworking,https://servicenetworking.googleapis.com/$discovery/rest?version=v1
serviceusage,https://serviceusage.googleapis.com/$discovery/rest?version=v1beta1
serviceusage,https://serviceusage.googleapis.com/$discovery/rest?version=v1
sheets,https://sheets.googleapis.com/$discovery/rest?version=v4
siteverification,https://siteverification.googleapis.com/$discovery/rest?version=v1
slides,https://slides.googleapis.com/$discovery/rest?version=v1
smartdevicemanagement,https://smartdevicemanagement.googleapis.com/$discovery/rest?version=v1
solar,https://solar.googleapis.com/$discovery/rest?version=v1
spanner,https://spanner.googleapis.com/$discovery/rest?version=v1
speech,https://speech.googleapis.com/$discovery/rest?version=v1p1beta1
speech,https://speech.googleapis.com/$discovery/rest?version=v1
sqladmin,https://sqladmin.googleapis.com/$discovery/rest?version=v1beta4
sqladmin,https://sqladmin.googleapis.com/$discovery/rest?version=v1
storage,https://storage.googleapis.com/$discovery/rest?version=v1
storagetransfer,https://storagetransfer.googleapis.com/$discovery/rest?version=v1
streetviewpublish,https://streetviewpublish.googleapis.com/$discovery/rest?version=v1
sts,https://sts.googleapis.com/$discovery/rest?version=v1beta
sts,https://sts.googleapis.com/$discovery/rest?version=v1
tagmanager,https://tagmanager.googleapis.com/$discovery/rest?version=v1
tagmanager,https://tagmanager.googleapis.com/$discovery/rest?version=v2
tasks,https://tasks.googleapis.com/$discovery/rest?version=v1
testing,https://testing.googleapis.com/$discovery/rest?version=v1
texttospeech,https://texttospeech.googleapis.com/$discovery/rest?version=v1beta1
texttospeech,https://texttospeech.googleapis.com/$discovery/rest?version=v1
toolresults,https://toolresults.googleapis.com/$discovery/rest?version=v1beta3
tpu,https://tpu.googleapis.com/$discovery/rest?version=v1alpha1
tpu,https://tpu.googleapis.com/$discovery/rest?version=v2alpha1
tpu,https://tpu.googleapis.com/$discovery/rest?version=v1
tpu,https://tpu.googleapis.com/$discovery/rest?version=v2
trafficdirector,https://trafficdirector.googleapis.com/$discovery/rest?version=v2
trafficdirector,https://trafficdirector.googleapis.com/$discovery/rest?version=v3
transcoder,https://transcoder.googleapis.com/$discovery/rest?version=v1
translation,https://translation.googleapis.com/$discovery/rest?version=v3beta1
translation,https://translation.googleapis.com/$discovery/rest?version=v2
translation,https://translation.googleapis.com/$discovery/rest?version=v3
travelimpactmodel,https://travelimpactmodel.googleapis.com/$discovery/rest?version=v1
vault,https://vault.googleapis.com/$discovery/rest?version=v1
verifiedaccess,https://verifiedaccess.googleapis.com/$discovery/rest?version=v1
verifiedaccess,https://verifiedaccess.googleapis.com/$discovery/rest?version=v2
versionhistory,https://versionhistory.googleapis.com/$discovery/rest?version=v1
videointelligence,https://videointelligence.googleapis.com/$discovery/rest?version=v1p1beta1
videointelligence,https://videointelligence.googleapis.com/$discovery/rest?version=v1p2beta1
videointelligence,https://videointelligence.googleapis.com/$discovery/rest?version=v1p3beta1
videointelligence,https://videointelligence.googleapis.com/$discovery/rest?version=v1beta2
videointelligence,https://videointelligence.googleapis.com/$discovery/rest?version=v1
vision,https://vision.googleapis.com/$discovery/rest?version=v1p1beta1
vision,https://vision.googleapis.com/$discovery/rest?version=v1p2beta1
vision,https://vision.googleapis.com/$discovery/rest?version=v1
vmmigration,https://vmmigration.googleapis.com/$discovery/rest?version=v1alpha1
vmmigration,https://vmmigration.googleapis.com/$discovery/rest?version=v1
vmwareengine,https://vmwareengine.googleapis.com/$discovery/rest?version=v1
vpcaccess,https://vpcaccess.googleapis.com/$discovery/rest?version=v1beta1
vpcaccess,https://vpcaccess.googleapis.com/$discovery/rest?version=v1
walletobjects,https://walletobjects.googleapis.com/$discovery/rest?version=v1
webfonts,https://webfonts.googleapis.com/$discovery/rest?version=v1
webrisk,https://webrisk.googleapis.com/$discovery/rest?version=v1
websecurityscanner,https://websecurityscanner.googleapis.com/$discovery/rest?version=v1alpha
websecurityscanner,https://websecurityscanner.googleapis.com/$discovery/rest?version=v1beta
websecurityscanner,https://websecurityscanner.googleapis.com/$discovery/rest?version=v1
workflowexecutions,https://workflowexecutions.googleapis.com/$discovery/rest?version=v1beta
workflowexecutions,https://workflowexecutions.googleapis.com/$discovery/rest?version=v1
workflows,https://workflows.googleapis.com/$discovery/rest?version=v1beta
workflows,https://workflows.googleapis.com/$discovery/rest?version=v1
workloadmanager,https://workloadmanager.googleapis.com/$discovery/rest?version=v1
workspaceevents,https://workspaceevents.googleapis.com/$discovery/rest?version=v1
workstations,https://workstations.googleapis.com/$discovery/rest?version=v1beta
workstations,https://workstations.googleapis.com/$discovery/rest?version=v1
youtube,https://youtube.googleapis.com/$discovery/rest?version=v3
youtubeanalytics,https://youtubeanalytics.googleapis.com/$discovery/rest?version=v2
youtubereporting,https://youtubereporting.googleapis.com/$discovery/rest?version=v1
